signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return,actual_up,mean_pred_up,mean_pred_correct,prob_signal_correct,atr_24_pct,pre_vol_24,pre_vol_72,pre_abs_ret_24,future_vol_24,future_abs_ret_24,atr_24_pct_quintile,pre_vol_24_quintile,pre_vol_72_quintile,pre_abs_ret_24_quintile,future_vol_24_quintile,atr_24_pct_live_percentile,pre_vol_24_live_percentile,pre_vol_72_live_percentile,rule_exit_reason,rule_underlying_return,rule_net_return,rule_equity,leverage,stop_margin_loss,split
173,2023-07-06 23:00:00,2023-07-07,2023-07-07 23:00:00,29874.4,29874.3,30327.9,30191.228515625,0.0106053515928352,1.0,1,0.01518361936514,0.01378361936514,True,True,True,True,0.0088608474145087,0.0062312635389021,0.0040519719638242,0.0046343664543067,0.002572162210264,0.0150661545575722,5,5,3,5,2,0.813953488372093,0.8197674418604651,0.4011627906976744,time,0.015183619365140011,0.04135085809542003,1.4961473797098,3.0,0.15,train
215,2023-08-17 23:00:00,2023-08-18,2023-08-18 23:00:00,26609.7,26609.7,26042.1,27634.101953125,0.0384973131273557,1.0,1,-0.0213305674246609,-0.0227305674246609,False,True,False,False,0.0131646855595265,0.0121497585400788,0.0071922198994637,0.0056554667194832,0.0040978716047242,0.0215613517188747,5,5,5,5,3,0.97196261682243,0.985981308411215,0.911214953271028,time,-0.021330567424660996,-0.06819170227398298,1.3941225430346296,3.0,0.15,train
291,2023-11-01 23:00:00,2023-11-02,2023-11-02 23:00:00,35437.4,35437.5,34940.1,35660.7984375,0.0063040301348292,1.0,1,-0.0140359788359788,-0.0154359788359788,False,True,False,False,0.007937588536405,0.0069442327493063,0.0046310915855469,0.0040165807802855,0.0041645877885067,0.0141325928634588,4,5,3,4,3,0.7551724137931034,0.896551724137931,0.6758620689655173,time,-0.014035978835978846,-0.04630793650793654,1.329563604827499,3.0,0.15,train
410,2024-02-28 23:00:00,2024-02-29,2024-02-29 23:00:00,62487.9,62487.9,61203.3,64246.7828125,0.0281475743703981,1.0,1,-0.0205575799474777,-0.0219575799474777,False,True,False,False,0.0170627700189423,0.0104476239553493,0.0080746909066122,0.0079063237196962,0.0076508305266639,0.0207718283662642,5,5,5,5,5,0.9972602739726028,0.9753424657534246,0.9534246575342464,time,-0.020557579947477755,-0.06587273984243326,1.2419816073827294,3.0,0.15,train
430,2024-03-19 23:00:00,2024-03-20,2024-03-20 23:00:00,61974.1,61974.2,67876.4,63902.07421875,0.0311093540487074,1.0,1,0.0952364048265246,0.0938364048265246,True,True,True,True,0.0180453743311049,0.0099263785606594,0.0081945780799665,0.0081948197433766,0.0108092719454934,0.0909718483612583,5,5,5,5,5,0.9945205479452056,0.96986301369863,0.947945205479452,time,0.09523640482652462,0.2815092144795739,1.5916108740751203,3.0,0.15,train
455,2024-04-13 23:00:00,2024-04-14,2024-04-14 23:00:00,63939.7,63939.7,65615.9,65920.478125,0.0309788460846704,1.0,1,0.026215324751289,0.024815324751289,True,True,True,True,0.0165885461875277,0.0145574090968942,0.0095865333769639,0.0087424724232616,0.0075827837840136,0.0258775929079766,5,5,5,5,5,0.9835616438356164,0.9945205479452056,0.978082191780822,time,0.02621532475128907,0.07444597425386722,1.7100998962286917,3.0,0.15,train
457,2024-04-15 23:00:00,2024-04-16,2024-04-16 23:00:00,63392.7,63392.8,63765.0,66086.32578125,0.0424911035694962,1.0,1,0.0058713292361276,0.0044713292361276,True,True,True,True,0.0121903494671573,0.0074516556449628,0.0103492279215468,0.0050612472165539,0.0072255683955982,0.0058557376208628,5,5,5,5,5,0.9315068493150684,0.9178082191780822,0.989041095890411,time,0.005871329236127654,0.013413987708382962,1.7330391552168105,3.0,0.15,train
459,2024-04-17 23:00:00,2024-04-18,2024-04-18 23:00:00,61254.5,61254.5,63445.0,62368.740625,0.0181903472397946,1.0,1,0.0357606379939432,0.0343606379939432,True,True,True,True,0.0127658648208158,0.0079086919536411,0.0074766985790491,0.005656984544796,0.0062296686305,0.0351360727350296,5,5,5,5,5,0.9424657534246575,0.9397260273972604,0.9178082191780822,time,0.035760637993943245,0.10308191398182974,1.9116841483420126,3.0,0.15,train
472,2024-04-30 23:00:00,2024-05-01,2024-05-01 23:00:00,60651.2,60651.2,58307.6,61966.93671875,0.0216934985416612,1.0,1,-0.038640620465877,-0.040040620465877,False,True,False,False,0.0114663848365737,0.0081149223949548,0.0058901487891067,0.0061516931877411,0.0128126269736271,0.0394069757836001,5,5,4,5,5,0.9178082191780822,0.9506849315068492,0.8410958904109589,time,-0.03864062046587702,-0.12012186139763105,1.682049090038825,3.0,0.15,train
473,2024-05-01 23:00:00,2024-05-02,2024-05-02 23:00:00,58307.6,58307.7,59036.7,61032.9328125,0.0467406103578264,1.0,1,0.012502636873003,0.011102636873003,True,True,True,True,0.0150748644544907,0.0128126269736271,0.0092405811857045,0.0085761049662286,0.0058414014644595,0.0124268393550034,5,5,5,5,4,0.9671232876712328,0.9917808219178084,0.9643835616438357,time,0.012502636873003015,0.03330791061900904,1.7380746307866237,3.0,0.15,train
482,2024-05-10 23:00:00,2024-05-11,2024-05-11 23:00:00,60778.1,60778.0,60809.2,61381.490625,0.0099277638656029,1.0,1,0.0005133436440816,-0.0008866563559183,True,True,True,True,0.0084373867122093,0.0072656308658977,0.0055041892115171,0.0037040559510139,0.0021974035545618,0.0005115665974692,4,5,4,4,1,0.7780821917808219,0.9068493150684932,0.7863013698630137,time,0.0005133436440816208,-0.0026599690677551373,1.7334514060312813,3.0,0.15,train
566,2024-08-02 23:00:00,2024-08-03,2024-08-03 23:00:00,61483.7,61483.7,60684.6,63538.20078125,0.0334153732005393,1.0,1,-0.0129969406525631,-0.0143969406525631,False,True,False,False,0.0119724821375421,0.0078324840475241,0.0068727453652895,0.0053031557318451,0.004914555587312,0.0130821399106662,5,5,5,5,4,0.915068493150685,0.9287671232876712,0.873972602739726,time,-0.012996940652563183,-0.04319082195768955,1.6585822149810776,3.0,0.15,train
569,2024-08-05 23:00:00,2024-08-06,2024-08-06 23:00:00,54003.1,54003.5,55991.2,56304.43828125,0.0426149291661035,1.0,1,0.0368068736285611,0.0354068736285611,True,True,True,True,0.0319048042303744,0.0207386661242939,0.0129243412319833,0.0160901080712142,0.0100721659445234,0.0361530832058343,5,5,5,5,5,1.0,1.0,1.0,time,0.036806873628561165,0.1062206208856835,1.83475784764632,3.0,0.15,train
601,2024-09-06 23:00:00,2024-09-07,2024-09-07 23:00:00,53927.7,53927.7,54134.9,54621.86015625,0.012872051955674,1.0,1,0.0038421812908766,0.0024421812908766,True,True,True,True,0.0123928271865232,0.0090506920095029,0.0068084765669519,0.0065598126118043,0.0029995055458833,0.0038348189645765,5,5,5,5,2,0.915068493150685,0.9452054794520548,0.8547945205479452,time,0.003842181290876656,0.007326543872629969,1.848200281512753,3.0,0.15,train
662,2024-11-06 23:00:00,2024-11-07,2024-11-07 23:00:00,75579.9,75579.9,75859.4,76084.584375,0.0066774946116626,1.0,1,0.0036980731649551,0.0022980731649551,True,True,True,True,0.0135990190513615,0.0091752016656542,0.0071642121214273,0.0064921272523405,0.0046391872651456,0.0036912521037386,5,5,5,5,4,0.9506849315068492,0.947945205479452,0.873972602739726,time,0.0036980731649551846,0.006894219494865554,1.8609421799239743,3.0,0.15,train
705,2024-12-19 23:00:00,2024-12-20,2024-12-20 23:00:00,97434.4,97434.3,97764.4,98383.371875,0.0097395978730305,1.0,1,0.0033879239651743,0.0019879239651743,True,True,True,True,0.012706155799868,0.0079762253829689,0.0067330007197754,0.0061401951294868,0.0095861573133374,0.0033811715480705,5,5,5,5,5,0.9123287671232876,0.9123287671232876,0.821917808219178,time,0.0033879239651743998,0.0059637718955231995,1.8720404145957985,3.0,0.15,train
750,2025-02-02 23:00:00,2025-02-03,2025-02-03 23:00:00,97664.5,97664.5,101293.7,101215.965625,0.0363639359746888,1.0,1,0.0371598687342893,0.0357598687342893,True,True,True,True,0.0102728388172433,0.0067461193852282,0.0050160229696927,0.005626747077297,0.012228507487506,0.0364860820077592,5,5,4,5,5,0.8246575342465754,0.8136986301369863,0.5123287671232877,time,0.037159868734289336,0.10727960620286801,2.0728721730694897,3.0,0.15,validation
752,2025-02-04 23:00:00,2025-02-05,2025-02-05 23:00:00,97709.9,97710.0,96553.2,100148.378125,0.0249563056046521,1.0,1,-0.0118391157506908,-0.0132391157506908,False,True,False,False,0.0112157689923607,0.0070964711006303,0.009021632494261,0.0052829100489113,0.0038107041676217,0.011908732744746,5,5,5,5,3,0.863013698630137,0.8301369863013699,0.9397260273972604,time,-0.011839115750690854,-0.039717347252072564,1.9905431891625305,3.0,0.15,validation
776,2025-02-28 23:00:00,2025-03-01,2025-03-01 23:00:00,84299.6,84299.6,86007.7,85391.096875,0.012947829823629,1.0,1,0.0202622550996682,0.0188622550996682,True,True,True,True,0.0162962418168848,0.010354405057081,0.007972773360979,0.0070555976367278,0.0047765994774078,0.0200597070911493,5,5,5,5,4,0.9753424657534246,0.958904109589041,0.8931506849315068,time,0.02026225509966828,0.05658676529900484,2.103181589425203,3.0,0.15,validation
786,2025-03-10 23:00:00,2025-03-11,2025-03-11 23:00:00,78567.8,78567.8,82896.0,80169.5125,0.0203863732979668,1.0,1,0.0550887259157057,0.0536887259157057,True,True,True,True,0.0163460200404406,0.0102726863256521,0.007048145814774,0.0079355710591946,0.0086899077492329,0.0536248637858238,5,5,5,5,5,0.9726027397260274,0.947945205479452,0.8410958904109589,time,0.055088725915705794,0.16106617774711737,2.4419330091420277,3.0,0.15,validation
809,2025-04-02 23:00:00,2025-04-03,2025-04-03 23:00:00,82485.1,82485.1,83181.5,83343.90625,0.0104116531349297,1.0,1,0.0084427369306698,0.0070427369306698,True,True,True,True,0.0104947236935317,0.0074596293353066,0.0058018182320045,0.0054424019011168,0.0052646978123728,0.0084072963644321,5,5,4,5,4,0.8438356164383561,0.873972602739726,0.7041095890410959,time,0.00844273693066988,0.021128210792009643,2.493526684499147,3.0,0.15,validation
814,2025-04-07 23:00:00,2025-04-08,2025-04-08 23:00:00,79140.0,79140.1,76297.9,80670.5828125,0.0193401922226434,1.0,1,-0.0359135255072966,-0.0373135255072966,False,True,False,False,0.0177883602897818,0.0111306266732242,0.0075443232725689,0.0090217863407086,0.0074302099696235,0.0365730209814097,5,5,5,5,5,0.9917808219178084,0.9671232876712328,0.8904109589041096,time,-0.03591352550729665,-0.11194057652188995,2.2143998698635956,3.0,0.15,validation
815,2025-04-08 23:00:00,2025-04-09,2025-04-09 23:00:00,76297.9,76298.0,82588.0,79592.490625,0.0431806199777452,1.0,1,0.0824399066816954,0.0810399066816954,True,True,True,True,0.0107756351529115,0.0074302099696235,0.0084990082629712,0.0051264575619873,0.0125602482555073,0.0792189765467643,5,5,5,5,5,0.8547945205479452,0.8684931506849315,0.9232876712328768,time,0.08243990668169543,0.24311972004508628,2.7527641462927086,3.0,0.15,validation
890,2025-06-22 23:00:00,2025-06-23,2025-06-23 23:00:00,100904.7,100904.7,105290.9,102575.80625,0.0165612330248244,1.0,1,0.0434687383243792,0.0420687383243792,True,True,True,True,0.0086964482328375,0.0070832642496111,0.0052372935731532,0.0048365227093799,0.0060031571215902,0.0425504886046859,4,5,4,5,5,0.7534246575342466,0.8493150684931506,0.6191780821917808,time,0.04346873832437925,0.12620621497313775,3.100180089910072,3.0,0.15,validation
1000,2025-10-10 23:00:00,2025-10-11,2025-10-11 23:00:00,112714.9,112715.0,110579.1,113247.0578125,0.0047212729860915,1.0,1,-0.0189495630572682,-0.0203495630572682,False,True,False,False,0.0142632355320074,0.005826625171203,0.0051962187148408,0.0045919126910757,0.007047137628313,0.0191305197396337,5,4,4,5,5,0.96986301369863,0.8027397260273973,0.7342465753424657,time,-0.01894956305726825,-0.06104868917180475,2.9109181592245346,3.0,0.15,test
1006,2025-10-16 23:00:00,2025-10-17,2025-10-17 23:00:00,108129.4,108129.4,106378.6,109686.3078125,0.0143985614689436,1.0,1,-0.01619171104251,-0.01759171104251,False,True,False,False,0.0093533766024781,0.0060413444586561,0.0045560338076173,0.0046696639113488,0.0063540313091083,0.0163242292066151,5,5,3,5,5,0.8575342465753425,0.8301369863013699,0.6438356164383562,time,-0.01619171104251005,-0.05277513312753015,2.757294065848115,3.0,0.15,test
1020,2025-10-30 23:00:00,2025-10-31,2025-10-31 23:00:00,108263.5,108263.6,109557.3,108704.603125,0.0040743475409533,1.0,1,0.011949537979524,0.010549537979524,True,True,True,True,0.0089778641924563,0.0074043633046929,0.0055219001734388,0.00575652861007,0.005162267160949,0.0118796296373535,5,5,4,5,4,0.8356164383561644,0.9123287671232876,0.7726027397260274,time,0.011949537979524028,0.03164861393857208,2.8445586012532575,3.0,0.15,test
1025,2025-11-04 23:00:00,2025-11-05,2025-11-05 23:00:00,101450.3,101450.2,103837.0,103957.8765625,0.024717290757149,1.0,1,0.0235268141413225,0.0221268141413225,True,True,True,True,0.011639566368951,0.0075730541176195,0.0058294737452303,0.00582960730331,0.0041181069686676,0.0232533385483276,5,5,4,5,3,0.926027397260274,0.9232876712328768,0.8054794520547945,time,0.023526814141322516,0.06638044242396755,3.033381659705351,3.0,0.15,test
1035,2025-11-14 23:00:00,2025-11-15,2025-11-15 23:00:00,94544.9,94544.9,95560.3,97567.0671875,0.0319654173572557,1.0,1,0.0107398706857799,0.0093398706857799,True,True,True,True,0.0129568949074284,0.0069280748683511,0.0062198493648325,0.0058233253961594,0.0036147328959158,0.0106826079063155,5,5,5,5,3,0.9561643835616438,0.8931506849315068,0.863013698630137,time,0.010739870685779973,0.02801961205733992,3.118375837032145,3.0,0.15,test
1038,2025-11-17 23:00:00,2025-11-18,2025-11-18 23:00:00,92169.7,92169.8,92916.9,94402.9515625,0.0242297800958449,1.0,1,0.0081056918860624,0.0067056918860624,True,True,True,True,0.0096600799033377,0.0064549997097624,0.0048789842120447,0.0044928440992688,0.0058664881793014,0.0080741021687112,5,5,4,5,4,0.8794520547945206,0.863013698630137,0.6876712328767123,time,0.008105691886062472,0.020117075658187416,3.1811084396763842,3.0,0.15,test
1041,2025-11-20 23:00:00,2025-11-21,2025-11-21 23:00:00,86601.3,86601.4,85093.5,89257.34375,0.0306697907537184,1.0,1,-0.0174119586981271,-0.0188119586981271,False,True,False,False,0.0114279943449655,0.0078173862813883,0.0069609296625868,0.0060799202222285,0.0111848859187259,0.017564175069444,5,5,5,5,5,0.9342465753424658,0.947945205479452,0.9123287671232876,time,-0.017411958698127172,-0.05643587609438152,3.0015797979320165,3.0,0.15,test
1069,2025-12-18 23:00:00,2025-12-19,2025-12-19 23:00:00,85469.7,85469.8,88100.0,86825.5,0.0158629315418212,1.0,1,0.0307734427832988,0.0293734427832988,True,True,True,True,0.0093690122542452,0.0074521550750761,0.0069464731089955,0.0046711480747334,0.0048825122903523,0.0303106057738774,5,5,5,5,4,0.863013698630137,0.9232876712328768,0.9095890410958904,time,0.030773442783298854,0.08812032834989657,3.266079995294202,3.0,0.15,test
1111,2026-01-29 23:00:00,2026-01-30,2026-01-30 23:00:00,84604.7,84604.7,84211.4,85895.0,0.0152509257759912,1.0,1,-0.0046486779103288,-0.0060486779103288,False,True,False,False,0.0079209054973698,0.0067847919592875,0.0052352574244846,0.0045843683594759,0.00606888405411,0.0046595166169682,4,5,4,5,5,0.8164383561643835,0.9095890410958904,0.8,time,-0.004648677910328858,-0.018146033730986572,3.206813597531493,3.0,0.15,test
1113,2026-01-31 23:00:00,2026-02-01,2026-02-01 23:00:00,78706.8,78706.7,76931.5,81574.1375,0.0364306197177371,1.0,1,-0.02255462368515,-0.02395462368515,False,True,False,False,0.0114575551286547,0.0059772250705782,0.0063006925727027,0.0042382484501815,0.0051873724016667,0.022814140230902,5,4,5,4,4,0.9534246575342464,0.8410958904109589,0.9041095890410958,time,-0.022554623685150044,-0.07186387105545013,2.9763595586596256,3.0,0.15,test
1118,2026-02-05 23:00:00,2026-02-06,2026-02-06 23:00:00,62868.1,62868.1,70544.5,68606.91875,0.0912834768348336,1.0,1,0.1221032606361574,0.1207032606361574,True,True,True,True,0.022743847833798,0.0111552693462121,0.0104692286150207,0.0097620849313518,0.0132978947856763,0.1152048355183065,5,5,5,5,5,1.0,0.9808219178082191,0.989041095890411,time,0.1221032606361574,0.3621097819084722,4.054128469327059,3.0,0.15,test
1136,2026-02-23 23:00:00,2026-02-24,2026-02-24 23:00:00,64625.8,64625.8,64031.3,66417.41640625,0.0277229280914124,1.0,1,-0.0091991124287823,-0.0105991124287823,False,True,False,False,0.0101723434500359,0.0089541595584302,0.0055327448192006,0.005560150017474,0.0047135585368265,0.0092416855546393,5,5,4,5,4,0.8986301369863013,0.9616438356164384,0.7917808219178082,time,-0.009199112428782352,-0.03179733728634706,3.925217978985685,3.0,0.15,test
1144,2026-03-03 23:00:00,2026-03-04,2026-03-04 23:00:00,68295.3,68295.2,72641.4,68747.9484375,0.0066278124190097,1.0,1,0.0636384401832046,0.0622384401832046,True,True,True,True,0.0109658595345018,0.0063789229579237,0.0072347491343561,0.004734047712371,0.008230554794914,0.061694057081755,5,5,5,5,5,0.926027397260274,0.873972602739726,0.9287671232876712,time,0.06363844018320464,0.1867153205496139,4.6581163121591045,3.0,0.15,test
55,2023-03-10 23:00:00,2023-03-11,2023-03-11 23:00:00,20140.3,20140.3,20447.3,20673.837890625,0.0264910597471239,1.0,1,0.0152430698648977,0.0138430698648977,True,True,True,True,0.0124842976519714,0.0076161159478735,0.0071538196032115,0.0059629439588432,0.0071131267777214,0.0151280615229502,5,5,5,5,5,1.0,0.8888888888888888,0.9074074074074074,time,0.015243069864897762,0.041529209594693285,1.0415292095946933,3.0,0.3,train
67,2023-03-22 23:00:00,2023-03-23,2023-03-23 23:00:00,27233.8,27233.8,28284.1,27983.280859375,0.0275202454073614,1.0,1,0.0385660466038524,0.0371660466038524,True,True,True,True,0.0116641208106593,0.0124885062943605,0.0090605778549818,0.0061717276450148,0.0087895396435221,0.0378409603896129,5,5,5,5,5,0.8939393939393939,1.0,0.9545454545454546,time,0.03856604660385243,0.1114981398115573,1.157657779023903,3.0,0.3,train
142,2023-06-05 23:00:00,2023-06-06,2023-06-06 23:00:00,25714.7,25714.6,27221.5,26171.84765625,0.0177776779915767,1.0,1,0.0586009504328282,0.0572009504328282,True,True,True,True,0.0075632809249184,0.006605941361193,0.0041151863271084,0.0034672531464229,0.0054213422644611,0.0569442894280941,4,5,3,4,4,0.5957446808510638,0.8297872340425532,0.4184397163120567,time,0.0586009504328282,0.1716028512984846,1.3563151547322758,3.0,0.3,train
151,2023-06-14 23:00:00,2023-06-15,2023-06-15 23:00:00,25115.9,25115.9,25586.1,25395.727734375,0.0111414575776698,1.0,1,0.0187212084774981,0.0173212084774981,True,True,True,True,0.0064421342655449,0.0080604297984006,0.005141768366754,0.00349088676768,0.0033785259123544,0.0185481235563886,3,5,4,4,2,0.4733333333333333,0.9066666666666666,0.64,time,0.01872120847749814,0.05196362543249442,1.4267942074011994,3.0,0.3,train
167,2023-06-30 23:00:00,2023-07-01,2023-07-01 23:00:00,30460.2,30460.2,30573.6,30841.709375,0.0125248479983715,1.0,1,0.003722890854295,0.002322890854295,True,True,True,True,0.0096754672217078,0.007088121546507,0.0046834791925394,0.0038660661937513,0.0008196791920565,0.0037159780479086,5,5,3,4,1,0.8614457831325302,0.8554216867469879,0.536144578313253,time,0.0037228908542950023,0.006968672562885007,1.4367370690471994,3.0,0.3,train
173,2023-07-06 23:00:00,2023-07-07,2023-07-07 23:00:00,29874.4,29874.3,30327.9,30191.228515625,0.0106053515928352,1.0,1,0.01518361936514,0.01378361936514,True,True,True,True,0.0088608474145087,0.0062312635389021,0.0040519719638242,0.0046343664543067,0.002572162210264,0.0150661545575722,5,5,3,5,2,0.813953488372093,0.8197674418604651,0.4011627906976744,time,0.015183619365140011,0.04135085809542003,1.4961473797098,3.0,0.3,train
215,2023-08-17 23:00:00,2023-08-18,2023-08-18 23:00:00,26609.7,26609.7,26042.1,27634.101953125,0.0384973131273557,1.0,1,-0.0213305674246609,-0.0227305674246609,False,True,False,False,0.0131646855595265,0.0121497585400788,0.0071922198994637,0.0056554667194832,0.0040978716047242,0.0215613517188747,5,5,5,5,3,0.97196261682243,0.985981308411215,0.911214953271028,time,-0.021330567424660996,-0.06819170227398298,1.3941225430346296,3.0,0.3,train
291,2023-11-01 23:00:00,2023-11-02,2023-11-02 23:00:00,35437.4,35437.5,34940.1,35660.7984375,0.0063040301348292,1.0,1,-0.0140359788359788,-0.0154359788359788,False,True,False,False,0.007937588536405,0.0069442327493063,0.0046310915855469,0.0040165807802855,0.0041645877885067,0.0141325928634588,4,5,3,4,3,0.7551724137931034,0.896551724137931,0.6758620689655173,time,-0.014035978835978846,-0.04630793650793654,1.329563604827499,3.0,0.3,train
410,2024-02-28 23:00:00,2024-02-29,2024-02-29 23:00:00,62487.9,62487.9,61203.3,64246.7828125,0.0281475743703981,1.0,1,-0.0205575799474777,-0.0219575799474777,False,True,False,False,0.0170627700189423,0.0104476239553493,0.0080746909066122,0.0079063237196962,0.0076508305266639,0.0207718283662642,5,5,5,5,5,0.9972602739726028,0.9753424657534246,0.9534246575342464,time,-0.020557579947477755,-0.06587273984243326,1.2419816073827294,3.0,0.3,train
430,2024-03-19 23:00:00,2024-03-20,2024-03-20 23:00:00,61974.1,61974.2,67876.4,63902.07421875,0.0311093540487074,1.0,1,0.0952364048265246,0.0938364048265246,True,True,True,True,0.0180453743311049,0.0099263785606594,0.0081945780799665,0.0081948197433766,0.0108092719454934,0.0909718483612583,5,5,5,5,5,0.9945205479452056,0.96986301369863,0.947945205479452,time,0.09523640482652462,0.2815092144795739,1.5916108740751203,3.0,0.3,train
455,2024-04-13 23:00:00,2024-04-14,2024-04-14 23:00:00,63939.7,63939.7,65615.9,65920.478125,0.0309788460846704,1.0,1,0.026215324751289,0.024815324751289,True,True,True,True,0.0165885461875277,0.0145574090968942,0.0095865333769639,0.0087424724232616,0.0075827837840136,0.0258775929079766,5,5,5,5,5,0.9835616438356164,0.9945205479452056,0.978082191780822,time,0.02621532475128907,0.07444597425386722,1.7100998962286917,3.0,0.3,train
457,2024-04-15 23:00:00,2024-04-16,2024-04-16 23:00:00,63392.7,63392.8,63765.0,66086.32578125,0.0424911035694962,1.0,1,0.0058713292361276,0.0044713292361276,True,True,True,True,0.0121903494671573,0.0074516556449628,0.0103492279215468,0.0050612472165539,0.0072255683955982,0.0058557376208628,5,5,5,5,5,0.9315068493150684,0.9178082191780822,0.989041095890411,time,0.005871329236127654,0.013413987708382962,1.7330391552168105,3.0,0.3,train
459,2024-04-17 23:00:00,2024-04-18,2024-04-18 23:00:00,61254.5,61254.5,63445.0,62368.740625,0.0181903472397946,1.0,1,0.0357606379939432,0.0343606379939432,True,True,True,True,0.0127658648208158,0.0079086919536411,0.0074766985790491,0.005656984544796,0.0062296686305,0.0351360727350296,5,5,5,5,5,0.9424657534246575,0.9397260273972604,0.9178082191780822,time,0.035760637993943245,0.10308191398182974,1.9116841483420126,3.0,0.3,train
472,2024-04-30 23:00:00,2024-05-01,2024-05-01 23:00:00,60651.2,60651.2,58307.6,61966.93671875,0.0216934985416612,1.0,1,-0.038640620465877,-0.040040620465877,False,True,False,False,0.0114663848365737,0.0081149223949548,0.0058901487891067,0.0061516931877411,0.0128126269736271,0.0394069757836001,5,5,4,5,5,0.9178082191780822,0.9506849315068492,0.8410958904109589,time,-0.03864062046587702,-0.12012186139763105,1.682049090038825,3.0,0.3,train
473,2024-05-01 23:00:00,2024-05-02,2024-05-02 23:00:00,58307.6,58307.7,59036.7,61032.9328125,0.0467406103578264,1.0,1,0.012502636873003,0.011102636873003,True,True,True,True,0.0150748644544907,0.0128126269736271,0.0092405811857045,0.0085761049662286,0.0058414014644595,0.0124268393550034,5,5,5,5,4,0.9671232876712328,0.9917808219178084,0.9643835616438357,time,0.012502636873003015,0.03330791061900904,1.7380746307866237,3.0,0.3,train
482,2024-05-10 23:00:00,2024-05-11,2024-05-11 23:00:00,60778.1,60778.0,60809.2,61381.490625,0.0099277638656029,1.0,1,0.0005133436440816,-0.0008866563559183,True,True,True,True,0.0084373867122093,0.0072656308658977,0.0055041892115171,0.0037040559510139,0.0021974035545618,0.0005115665974692,4,5,4,4,1,0.7780821917808219,0.9068493150684932,0.7863013698630137,time,0.0005133436440816208,-0.0026599690677551373,1.7334514060312813,3.0,0.3,train
566,2024-08-02 23:00:00,2024-08-03,2024-08-03 23:00:00,61483.7,61483.7,60684.6,63538.20078125,0.0334153732005393,1.0,1,-0.0129969406525631,-0.0143969406525631,False,True,False,False,0.0119724821375421,0.0078324840475241,0.0068727453652895,0.0053031557318451,0.004914555587312,0.0130821399106662,5,5,5,5,4,0.915068493150685,0.9287671232876712,0.873972602739726,time,-0.012996940652563183,-0.04319082195768955,1.6585822149810776,3.0,0.3,train
569,2024-08-05 23:00:00,2024-08-06,2024-08-06 23:00:00,54003.1,54003.5,55991.2,56304.43828125,0.0426149291661035,1.0,1,0.0368068736285611,0.0354068736285611,True,True,True,True,0.0319048042303744,0.0207386661242939,0.0129243412319833,0.0160901080712142,0.0100721659445234,0.0361530832058343,5,5,5,5,5,1.0,1.0,1.0,time,0.036806873628561165,0.1062206208856835,1.83475784764632,3.0,0.3,train
601,2024-09-06 23:00:00,2024-09-07,2024-09-07 23:00:00,53927.7,53927.7,54134.9,54621.86015625,0.012872051955674,1.0,1,0.0038421812908766,0.0024421812908766,True,True,True,True,0.0123928271865232,0.0090506920095029,0.0068084765669519,0.0065598126118043,0.0029995055458833,0.0038348189645765,5,5,5,5,2,0.915068493150685,0.9452054794520548,0.8547945205479452,time,0.003842181290876656,0.007326543872629969,1.848200281512753,3.0,0.3,train
662,2024-11-06 23:00:00,2024-11-07,2024-11-07 23:00:00,75579.9,75579.9,75859.4,76084.584375,0.0066774946116626,1.0,1,0.0036980731649551,0.0022980731649551,True,True,True,True,0.0135990190513615,0.0091752016656542,0.0071642121214273,0.0064921272523405,0.0046391872651456,0.0036912521037386,5,5,5,5,4,0.9506849315068492,0.947945205479452,0.873972602739726,time,0.0036980731649551846,0.006894219494865554,1.8609421799239743,3.0,0.3,train
705,2024-12-19 23:00:00,2024-12-20,2024-12-20 23:00:00,97434.4,97434.3,97764.4,98383.371875,0.0097395978730305,1.0,1,0.0033879239651743,0.0019879239651743,True,True,True,True,0.012706155799868,0.0079762253829689,0.0067330007197754,0.0061401951294868,0.0095861573133374,0.0033811715480705,5,5,5,5,5,0.9123287671232876,0.9123287671232876,0.821917808219178,time,0.0033879239651743998,0.0059637718955231995,1.8720404145957985,3.0,0.3,train
750,2025-02-02 23:00:00,2025-02-03,2025-02-03 23:00:00,97664.5,97664.5,101293.7,101215.965625,0.0363639359746888,1.0,1,0.0371598687342893,0.0357598687342893,True,True,True,True,0.0102728388172433,0.0067461193852282,0.0050160229696927,0.005626747077297,0.012228507487506,0.0364860820077592,5,5,4,5,5,0.8246575342465754,0.8136986301369863,0.5123287671232877,time,0.037159868734289336,0.10727960620286801,2.0728721730694897,3.0,0.3,validation
752,2025-02-04 23:00:00,2025-02-05,2025-02-05 23:00:00,97709.9,97710.0,96553.2,100148.378125,0.0249563056046521,1.0,1,-0.0118391157506908,-0.0132391157506908,False,True,False,False,0.0112157689923607,0.0070964711006303,0.009021632494261,0.0052829100489113,0.0038107041676217,0.011908732744746,5,5,5,5,3,0.863013698630137,0.8301369863013699,0.9397260273972604,time,-0.011839115750690854,-0.039717347252072564,1.9905431891625305,3.0,0.3,validation
